Title,Authors,Journal,Year,Volume,Issue,Pages,DOI,Abstract,Keywords
"Automation in visual inspection tasks: X-ray luggage screening supported by a system of direct, indirect or adaptable cueing with low and high system reliability","Chavaillaz, A.; Schwaninger, A.; Michel, S.; Sauer, J.",Ergonomics,2018,61,10,1395-1408,10.1080/00140139.2018.1481231,"The present study evaluated three automation modes for improving performance in an X-ray luggage screening task. One hundred and forty participants were asked to detect the presence of prohibited items in X-ray images of cabin luggage. Twenty participants conducted this task without automatic support (control group), whereas the others worked with either indirect cues (system indicated the target presence without specifying its location), or direct cues (system pointed out the exact target location) or adaptable automation (participants could freely choose between no cue, direct and indirect cues). Furthermore, automatic support reliability was manipulated (low versus high). The results showed a clear advantage for direct cues regarding detection performance and response time. No benefits were observed for adaptable automation. Finally, high automation reliability led to better performance and higher operator trust. The findings overall confirmed that automatic support systems for luggage screening should be designed such that they provide direct, highly reliable cues.Practitioner summary: The present study confirmed previous findings showing better detection performance in X-ray images of luggage when supported by automation providing direct, highly reliable cues. Furthermore, participants used adaptable automation only to select their preferred level of automation. This behaviour did not provide the benefits expected under adaptable automation. © 2018, © 2018 The Author(s). Published by Informa UK Limited, trading as Taylor & Francis Group.","Adaptable automation; airport security; performance; system reliability; visual inspection; Adolescent; Adult; Airports; Automation; Female; Humans; Male; Radiography; Security Measures; Vision, Ocular; Young Adult; Detection performance; Improving performance; Level of automations; Prohibited items; Visual inspection task; airport; article; controlled study; human; human experiment; major clinical study; physician; reaction time; reliability; trust; X ray; organization and management; vision"
Automation complacency on the road,"Chu, Y.; Liu, P.",Ergonomics,2023,66,11,1730-1749,10.1080/00140139.2023.2210793,"Given that automation complacency, a hitherto controversial concept, is already used to blame and punish human drivers in current accident investigations and courts, it is essential to map complacency research in driving automation and determine whether current research can support its legitimate usage in these practical fields. Here, we reviewed its status quo in the domain and conducted a thematic analysis. We then discussed five fundamental challenges that might undermine its scientific legitimation: conceptual confusion exists in whether it is an individual versus systems problem; uncertainties exist in current evidence of complacency; valid measures specific to complacency are lacking; short-term laboratory experiments cannot address the long-term nature of complacency and thus their findings may lack external validity; and no effective interventions directly target complacency prevention. The Human Factors/Ergonomics community has a responsibility to minimise its usage and defend human drivers who rely on automation that is far from perfect. Practitioner summary: Human drivers are accused of complacency and overreliance on driving automation in accident investigations and courts. Our review work shows that current academic research in the driving automation domain cannot support its legitimate usage in these practical fields. Its misuse will create a new form of consumer harms. © 2023 Informa UK Limited, trading as Taylor & Francis Group.","complacency; driving automation; overreliance; responsibility attribution; Traffic crash; Accidents, Traffic; Automation; Automobile Driving; Ergonomics; Humans; Man-Machine Systems; Social Behavior; Accidents; 'current; Accident investigation; Human drivers; Status quo; Thematic analysis; Traffic crashes; accident; article; blame (psychology); consumer; court; external validity; human; physician; responsibility; uncertainty; car driving; man machine interaction; prevention and control; traffic accident"
From human – machine interaction to human – machine cooperation,"Hoc, J. M.",Ergonomics,2000,43,7,833-843,10.1080/001401300409044,"Since the 1960s, the rapid growth of information systems has led to the wide development of research on human—computer interaction (HCI) that aims at the designing of human-computer interfaces presenting ergonomic properties, such as friendliness, usability, transparency, etc. Various work situations have been covered—clerical work, computer programming, design, etc. However, they were mainly static in the sense that the user fully controls the computer. More recently, public and private organizations have engaged themselves in the enterprise of managing more and more complex and coupled systems by the means of automation. Modern machines not only process information, but also act on dynamic situations as humans have done in the past, managing stock exchange, industrial plants, aircraft, etc. These dynamic situations are not fully controlled and are affected by uncertain factors. Hence, degrees of freedom must be maintained to allow the humans and the machine to adapt to unforeseen contingencies. A human-machine cooperation (HMC) approach is necessary to address the new stakes introduced by this trend. This paper describes the possible improvement of HCI by HMC, the need for a new conception of function allocation between humans and machines, and the main problems encountered within the new forms of human—machine relationship. It proposes a conceptual framework to study HMC from a cognitive point of view in highly dynamic situations like aircraft piloting or air-traffic control, and concludes on the design of ‘cooperative’ machines. © 2000 Taylor & Francis Group, LLC.",Automation; Dynamic situations; HCI; Human-machine cooperation; Reliability; adaptation; biomedical technology assessment; cognition; computer aided design; conference paper; cooperation; dynamics; ergonomics; human; information processing; man machine interaction; office worker
Automation transparency: implications of uncertainty communication for human-automation interaction and interfaces,"Kunze, A.; Summerskill, S. J.; Marshall, R.; Filtness, A. J.",Ergonomics,2019,62,3,345-360,10.1080/00140139.2018.1547842,"Operators of highly automated driving systems may exhibit behaviour characteristic for overtrust issues due to an insufficient awareness of automation fallibility. Consequently, situation awareness in critical situations is reduced and safe driving performance following emergency takeovers is impeded. A driving simulator study was used to assess the impact of dynamically communicating system uncertainties on monitoring, trust, workload, takeovers, and physiological responses. The uncertainty information was conveyed visually using a stylised heart beat combined with a numerical display and users were engaged in a visual search task. Multilevel analysis results suggest that uncertainty communication helps operators calibrate their trust and gain situation awareness prior to critical situations, resulting in safer takeovers. In addition, eye tracking data indicate that operators can adjust their gaze behaviour in correspondence with the level of uncertainty. However, conveying uncertainties using a visual display significantly increases operator workload and impedes users in the execution of non-driving related tasks. Practitioner Summary: This article illustrates how the communication of system uncertainty information helps operators calibrate their trust in automation and, consequently, gain situation awareness. Multilevel analysis results of a driving simulator study affirm the benefits for trust calibration and highlight that operators adjust their behaviour according to multiple uncertainty levels.",Adult; *Attention/physiology; *Automobile Driving; Communication; Computer Simulation; Eye Movements; Female; Heart Rate/physiology; Humans; Male; Man-Machine Systems; Middle Aged; Multilevel Analysis; Reaction Time/*physiology; Task Performance and Analysis; Trust; *Uncertainty; User-Computer Interface; Workload; Vehicle ergonomics; attention and vigilance; attitudes and behaviour; human-computer-interaction; information displays
Revisiting human-machine trust: a replication study of Muir and Moray (1996) using a simulated pasteurizer plant task,"Lee, J.; Yamani, Y.; Long, S. K.; Unverricht, J.; Itoh, M.",Ergonomics,2021,64,9,1132-1145,10.1080/00140139.2021.1909752,"This study aimed to replicate Muir and Moray that demonstrated operators' trust in automated machines developing from faith, then dependability, and lastly predictability. Following the procedure of Muir and Moray, we asked undergraduate participants to complete a training program in a simulated pasteuriser plant and an experimental program including various errors in the pasteuriser. Results showed that the best predictor of overall trust was not faith but dependability, and that dependability consistently governed trust throughout the interaction with the pasteuriser. Thus, the obtained data patterns were inconsistent with those reported in Muir and Moray. We observed that operators in the current study used automatic control more frequently than manual control to successfully produce performance scores contrary to the operators in Muir and Moray. The results imply that dependability is a critical predictor of human-machine trust, which automation designer may focus on. More extensive future research using more modern automated technologies is necessary for understanding what factors control human-autonomy trust in modern ages. Practitioner Summary: The results suggest that dependability is a key factor that shapes human-machine trust across the time course of the trust development. This replication study suggests a new perspective for designing effective human-machine systems for untrained users who do not go through extensive training programs on automated systems.",Trust; automation; human-machine trust; supervisory control; human-machine interaction; default bayes factors; Engineering; Psychology
AIDING DECISION MAKER - A DECISION PROCESS MODEL,"Schrenk, L. P.",Ergonomics,1969,12,4,543-&,10.1080/00140136908931079,"Despite an increasing capability for automating various tasks there continues to be a requirement for man to serve as the decision element in many complex systems. The complexity and far-reaching consequences of many decisions impels a concern for improving decision-making performance in man-machine systems. In this paper current knowledge regarding human decision behaviour and methods for aiding this behaviour are briefly reviewed. A tentative, conceptual model of an idealized process of decision making is presented. This model, which is based on both empirical and theoretical research, contains throe phases. These are (1) problem recognition, (2) problem diagnosis, and (3) action selection. The model is intended primarily to provide a guide to system designers in structuring decision tasks and a framework for organizing knowledge about decision-making behaviour. © 1969 Walter de Gruyter. All rights reserved.",Engineering; Psychology
Artificial-Intelligence-Based Clinical Decision Support Systems in Primary Care: A Scoping Review of Current Clinical Implementations,"Gomez-Cabello, C. A.; Borna, S.; Pressman, S.; Haider, S. A.; Haider, C. R.; Forte, A. J.",Eur J Investig Health Psychol Educ,2024,14,3,685-698,10.3390/ejihpe14030045,"Primary Care Physicians (PCPs) are the first point of contact in healthcare. Because PCPs face the challenge of managing diverse patient populations while maintaining up-to-date medical knowledge and updated health records, this study explores the current outcomes and effectiveness of implementing Artificial Intelligence-based Clinical Decision Support Systems (AI-CDSSs) in Primary Healthcare (PHC). Following the PRISMA-ScR guidelines, we systematically searched five databases, PubMed, Scopus, CINAHL, IEEE, and Google Scholar, and manually searched related articles. Only CDSSs powered by AI targeted to physicians and tested in real clinical PHC settings were included. From a total of 421 articles, 6 met our criteria. We found AI-CDSSs from the US, Netherlands, Spain, and China whose primary tasks included diagnosis support, management and treatment recommendations, and complication prediction. Secondary objectives included lessening physician work burden and reducing healthcare costs. While promising, the outcomes were hindered by physicians' perceptions and cultural settings. This study underscores the potential of AI-CDSSs in improving clinical management, patient satisfaction, and safety while reducing physician workload. However, further work is needed to explore the broad spectrum of applications that the new AI-CDSSs have in several PHC real clinical settings and measure their clinical outcomes.",artificial intelligence; clinical decision support systems; machine learning; primary healthcare
Remote Health Monitoring in Clinical Trial using Machine Learning Techniques: A Conceptual Framework,"Abiodun, T. N.; Okunbor, D.; Osamor, V. C.",Health and Technology,2022,12,2,359-364,10.1007/s12553-022-00652-z,"Monitoring any process is crucial and very necessary, this is to ensure that standard protocols and procedures are strictly adhered to, monitoring clinical trials is not an exception. It is one of the most crucial processes that should be monitored because human subjects are involved. In trying to monitor clinical trial, information and communication technology techniques can be deployed to facilitate the process and hence improve accuracy. This research formulates a new conceptual framework for monitoring clinical trial using Support Vector Machine and Artificial Neural Network classifiers with physiological datasets from a wearable device. The proposed framework prototype consists of data collection module, data transmission module, and data analysis and prediction module. The data analytic and prediction module is the core section of the proposed framework tailored with data analysis. These datasets are preprocessed and transformed and then used to train and test the system, through different experimental analysis including bagging Support Vector Machine (SVM) and Artificial Neural Network (ANN). The outcome of the analysis presents classification into three different categories, such as fit, unfit, and undecided participants. These various classifications are used to determine if a participant should be allowed to continue in the trial or not. This research provides a framework that is useful in monitoring clinical trial remotely, thereby informing the decision-making process of the research team.",Clinical trial; Framework; Monitoring; Physiological data; Wearable; device; Medical Informatics
"A technique for assessing attrition, absenteeism and lateness among nursing personnel","Wolfe, H.",Health Serv Res,1967,2,2,140-53,,"As part of the normal everyday operation of a hospital, vast amounts of nursing personnel data are generated and recorded in a nearly irretrievable form as a result of ineffective processing of employees' time cards. A major purpose of this investigation is to demonstrate how, with a small amount of additional effort, any hospital using a computerized accounting system can develop this data into forms useful for decision making. In this study, certain performance characteristics—terminations, lateness, sickness, absenteeism—of nursing personnel were related to their personal and job characteristics. The results recommend standards for hiring and allocating personnel to diminish these problems.","*Absenteeism; Adult; Aged; Computers; Female; Humans; Male; Middle Aged; *Nursing Staff, Hospital; *Personnel Administration, Hospital; Records"
Trusting Automation: Designing for Responsivity and Resilience,"Chiou, E. K.; Lee, J. D.",Human Factors,2023,65,1,137-165,10.1177/00187208211009995,"Objective: This paper reviews recent articles related to human trust in automation to guide research and design for increasingly capable automation in complex work environments. Background: Two recent trends—the development of increasingly capable automation and the flattening of organizational hierarchies—suggest a reframing of trust in automation is needed. Method: Many publications related to human trust and human–automation interaction were integrated in this narrative literature review. Results: Much research has focused on calibrating human trust to promote appropriate reliance on automation. This approach neglects relational aspects of increasingly capable automation and system-level outcomes, such as cooperation and resilience. To address these limitations, we adopt a relational framing of trust based on the decision situation, semiotics, interaction sequence, and strategy. This relational framework stresses that the goal is not to maximize trust, or to even calibrate trust, but to support a process of trusting through automation responsivity. Conclusion: This framing clarifies why future work on trust in automation should consider not just individual characteristics and how automation influences people, but also how people can influence automation and how interdependent interactions affect trusting automation. In these new technological and organizational contexts that shift human operators to co-operators of automation, automation responsivity and the ability to resolve conflicting goals may be more relevant than reliability and reliance for advancing system design. Application: A conceptual model comprising four concepts—situation, semiotics, strategy, and sequence—can guide future trust research and design for automation responsivity and more resilient human–automation systems. © Copyright 2021, Human Factors and Ergonomics Society.",adaptive automation; autonomy; human–automation interaction; intelligent agents; intersubjectivity; trust; Automation; Humans; Man-Machine Systems; Motivation; Reproducibility of Results; Autonomous agents; Semiotics; Human-automation interactions; Organisational; Recent trends; Reframing; Responsivity; Work environments; article; conceptual model; human; narrative; neglect; physiological stress; reliability; work environment; man machine interaction; reproducibility
Trust Mediating Reliability-Reliance Relationship in Supervisory Control of Human-Swarm Interactions,"Hussein, A.; Elsawah, S.; Abbass, H. A.",Human Factors,2020,62,8,1237-1248,10.1177/0018720819879273,"Objective: This work aims to further test the theory that trust mediates the interdependency between automation reliability and the rate of human reliance on automation. Background: Human trust in automation has been the focus of many research studies. Theoretically, trust has been proposed to impact human reliance on automation by mediating the relationship between automation reliability and the rate of human reliance. Experimentally, however, the results are contradicting as some confirm the mediating role of trust, whereas others deny it. Hence, it is important to experimentally reinvestigate this role of trust and understand how the results should be interpreted in the light of existing theory. Method: Thirty-two subjects supervised a swarm of unmanned aerial vehicles (UAVs) in foraging missions in which the swarm provided recommendations on whether or not to collect potential targets, based on the information sensed by the UAVs. By manipulating the reliability of the recommendations, we observed changes in participants' trust and their behavioral responses. Results: A within-subject mediation analysis revealed a significant mediation role of trust in the relationship between swarm reliability and reliance rate. High swarm reliability increased the rate of correct acceptances, but decreased the rate of correct rejections. No significant effect of reliability was found on response time. Conclusion: Trust is not a mere by-product of the interaction; it possesses a predictive power to estimate the level of reliance on automation. Application: The mediation role of trust confirms the significance of trust calibration in determining the appropriate level of reliance on swarm automation.",human-automation interaction; human-swarm interaction; design of; experiments; foraging; within-subject mediation analysis; recommender; systems; automation; model; Behavioral Sciences; Engineering; Psychology
Trust in automation: Designing for appropriate reliance,"Lee, J. D.; See, K. A.",Human Factors,2004,46,1,50-80,10.1518/hfes.46.1.50.30392,"Automation is often problematic because people fail to rely upon it appropriately. Because people respond to technology socially, trust influences reliance on automation. In particular, trust guides reliance when complexity and unanticipated situations make a complete understanding of the automation impractical. This review considers trust from the organizational, sociological, interpersonal, psychological, and neurological perspectives. It considers how the context, automation characteristics, and cognitive processes affect the appropriateness of trust. The context in which the automation is used influences automation performance and provides a goal-oriented perspective to assess automation characteristics along a dimension of attributional abstraction. These characteristics can influence trust through analytic, analogical, and affective processes. The challenges of extrapolating the concept of trust in people to trust in automation are discussed. A conceptual model integrates research regarding trust in automation and describes the dynamics of trust, the role of context, and the influence of display characteristics. Actual or potential applications of this research include improved designs of systems that require people to manage imperfect automation.",ecological interface design; decision-making; interpersonal-trust; self-confidence; field-theory; model; system; technology; operator; machine; Behavioral Sciences; Engineering; Psychology
Supporting trust calibration and the effective use of decision aids by presenting dynamic system confidence information,"McGuirl, J. M.; Sarter, N. B.",Human Factors,2006,48,4,656-665,10.1518/001872006779166334,"Objective: To examine whether continually updated information about a system's confidence in its ability to perform assigned tasks improves operators' trust calibration in, and use of, an automated decision support system (DSS). Background: The introduction of decision aids often leads to performance breakdowns that are related to automation bias and trust miscalibration. This can be explained, in part, by the fact that operators are informed about overall system reliability only, which makes it impossible for them to decide on a case-by-case basis whether to follow the system's advice. Method: The application for this research was a neural net-based decision aid that assists pilots with detecting and handling in-flight icing encounters. A multifactorial experiment was carried out with two groups of 15 instructor pilots each flying a series of 28 approaches in a motion-base simulator. One group was informed about the system's overall reliability only, whereas the other group received updated system confidence information. Results: Pilots in the updated group experienced significantly fewer icing-related stalls and were more likely to reverse their initial response to an icing condition when it did not produce desired results. Their estimate of the system's accuracy was more accurate than that of the fixed group. Conclusion: The presentation of continually updated system confidence information can improve trust calibration and thus lead to better performance of the human-machine team. Application: The findings from this research can inform the design of decision support systems in a variety of event-driven high-tempo domains.",Behavioral Sciences; Engineering; Psychology
Not all trust is created equal: Dispositional and history-based trust in human-automation interactions,"Merritt, S. M.; Ilgen, D. R.",Human Factors,2008,50,2,194-210,10.1518/001872008x288574,"Objective: We provide an empirical demonstration of the importance of attending to human user individual differences in examinations of trust and automation use. Background: Past research has generally supported the notions that machine reliability predicts trust in automation, and trust in turn predicts automation use. However, links between user personality and perceptions of the machine with trust in automation have not been empirically established. Method: On our X-ray screening task, 255 students rated trust and made automation use decisions while visually searching for weapons in X-ray images of luggage. Results: We demonstrate that individual differences affect perceptions of machine characteristics when actual machine characteristics are constant, that perceptions account for 52% of trust variance above the effects of actual characteristics, and that perceptions mediate the effects of actual characteristics on trust. Importantly, we also demonstrate that when administered at different times, the same six trust items reflect two types of trust (dispositional trust and history-based trust) and that these two trust constructs are differentially related to other variables. Interactions were found among user characteristics, machine characteristics, and automation use. Conclusion: Our results suggest that increased specificity in the conceptualization and measurement of trust is required, future researchers should assess user perceptions of machine characteristics in addition to actual machine characteristics, and incorporation of user extraversion and propensity to trust machines can increase prediction of automation use decisions. Application: Potential applications include the design of flexible automation training programs tailored to individuals who differ in systematic ways.",self-confidence; validation; allocation; errors; misuse; disuse; Behavioral Sciences; Engineering; Psychology
"Humans and Automation: Use, misuse, disuse, abuse","Parasuraman, R.; Riley, V.",Human Factors,1997,39,2,230-253,10.1518/001872097778543886,"This paper addresses theoretical, empirical, and analytical studies pertaining to human use, misuse, disuse, and abuse of automation technology. Use refers to the voluntary activation or disengagement of automation by human operators. Trust, mental workload, and risk can influence automation use, but interactions between factors and large individual differences make prediction of automation use difficult. Misuse refers to overreliance on automation, which can result in failures of monitoring or decision biases. Factors affecting the monitoring of automation include workload, automation reliability and consistency, and the saliency of automation state indicators. Disuse, or the neglect or underutilization of automation, is commonly caused by alarms that activate falsely. This often occurs because the base rate of the condition to be detected is not considered in setting the trade-off between false alarms and omissions. Automation abuse, or the automation of functions by designers and implementation by managers without due regard for the consequences for human performance, tends to define the operator's roles as by-products of the automation. Automation abuse can also promote misuse and disuse of automation by human operators. Understanding the factors associated with each of these aspects of human use of automation can lead to improved system design, effective training methods, and judicious policies and procedures involving automation use.",expert-system; behavior; technology; displays; computer; pilots; design; trust; Behavioral Sciences; Engineering; Psychology
Trust with increasing and decreasing reliability,"Rittenberg, B. S. P.; Holland, C. W.; Barnhart, G. E.; Gaudreau, S. M.; Neyedli, H. F.",Human Factors,2024,66,12,2569-2589,10.1177/00187208241228636,"Objective The primary purpose was to determine how trust changes over time when automation reliability increases or decreases. A secondary purpose was to determine how task-specific self-confidence is associated with trust and reliability level.Background Both overtrust and undertrust can be detrimental to system performance; therefore, the temporal dynamics of trust with changing reliability level need to be explored.Method Two experiments used a dominant-color identification task, where automation provided a recommendation to users, with the reliability of the recommendation changing over 300 trials. In Experiment 1, two groups of participants interacted with the system: one group started with a 50% reliable system which increased to 100%, while the other used a system that decreased from 100% to 50%. Experiment 2 included a group where automation reliability increased from 70% to 100%.Results Trust was initially high in the decreasing group and then declined as reliability level decreased; however, trust also declined in the 50% increasing reliability group. Furthermore, when user self-confidence increased, automation reliability had a greater influence on trust. In Experiment 2, the 70% increasing reliability group showed increased trust in the system.Conclusion Trust does not always track the reliability of automated systems; in particular, it is difficult for trust to recover once the user has interacted with a low reliability system.Applications This study provides initial evidence into the dynamics of trust for automation that gets better over time suggesting that users should only start interacting with automation when it is sufficiently reliable.",trust in automation; human-automation interaction; levels of automation; automation; decision making; self-confidence; automation; performance; reliance; model; Behavioral Sciences; Engineering; Psychology
Human versus automation in responding to failures: An expected-value analysis,"Sheridan, T. B.; Parasuraman, R.",Human Factors,2000,42,3,403-407,10.1518/001872000779698123,"A simple analytical criterion is provided for deciding whether a human or automation is best for a failure detection task. The method is based on expected value decision theory in much the same way as is signal detection. It requires specification of the probabilities of misses (false negatives) and false alarms (false positives) for both human and automation being considered, as well as factors independent of the choice - namely, costs and benefits of incorrect and correct decisions as well as the prior probability of failure, The method can also serve as a basis for comparing different modes of automation. Some limiting cases of application are discussed, as are some decision criteria other than expected value. Actual or potential applications include the design and evaluation of any system in which either humans or automation are being considered.",Behavioral Sciences; Engineering; Psychology
A framework to guide the assessment of human-machine systems,"Stowers, K.; Oglesby, J.; Sonesh, S.; Leyva, K.; Iwig, C.; Salas, E.",Human Factors,2017,59,2,172-188,10.1177/0018720817695077,"Objective: We have developed a framework for guiding measurement in human-machine systems. Background: The assessment of safety and performance in human-machine systems often relies on direct measurement, such as tracking reaction time and accidents. However, safety and performance emerge from the combination of several variables. The assessment of precursors to safety and performance are thus an important part of predicting and improving outcomes in human-machine systems. Method: As part of an in-depth literature analysis involving peer-reviewed, empirical articles, we located and classified variables important to human-machine systems, giving a snapshot of the state of science on human-machine system safety and performance. Using this information, we created a framework of safety and performance in human-machine systems. Results: This framework details several inputs and processes that collectively influence safety and performance. Inputs are divided according to human, machine, and environmental inputs. Processes are divided into attitudes, behaviors, and cognitive variables. Each class of inputs influences the processes and, subsequently, outcomes that emerge in human-machine systems. Conclusion: This framework offers a useful starting point for understanding the current state of the science and measuring many of the complex variables relating to safety and performance in human-machine systems. Application: This framework can be applied to the design, development, and implementation of automated machines in spaceflight, military, and health care settings. We present a hypothetical example in our write-up of how it can be used to aid in project success.",Human-computer interaction; Human-machine interaction; Human-robot interaction; Performance; Safety; Humans; Man-Machine Systems; Accident prevention; Human computer interaction; Human reaction time; Automated machines; Cognitive variables; Complex variable; Direct measurement; Human machine interaction; Literature analysis; Several variables; accident; army; behavior; human; machine; precursor; reaction time; robotics; space flight; man machine interaction; Human robot interaction
A Security-by-Design Decision-Making Model for Risk Management in Autonomous Vehicles,"Abdel-Basset, M.; Gamal, A.; Moustafa, N.; Abdel-Monem, A.; El-Saber, N.",Ieee Access,2021,9,,107657-107679,10.1109/ACCESS.2021.3098675,"Autonomous/self-driving vehicles have gained significant attention these days, as one of the intelligent transportation systems. However, those vehicles have risks related to their physical implementation and security against cyber threats. Therefore, this study proposes a new security-by-design model for estimating the uncertainty of autonomous vehicles and measuring cyber risks; thus it assists decision-makers in addressing the risks of the physical design and their attack surfaces. The proposed model is developed using neutrosophic sets that efficiently tackle multi-criteria decision-making (MCDM) problems with extensive conflicting criteria and alternatives. The proposed model integrates MCDM, Analytic Hierarchy Process (AHP), Multi-Attributive Border Approximation Area Comparison (MABAC), and Preference Ranking Organization Method for Enrichment Evaluations II (PROMETHEE II), along with single-valued neutrosophic sets (SVNSs). An illustrative case considering ten risks in self-driving vehicles is used to validate the feasibility of the proposed model. Compared to the state-of-the-art methods, the proposed model is considered consistent and reliable to deal with and represent uncertainty and incomplete risk information using neutrosophic sets. © 2013 IEEE.",AHP; attack surfaces; Autonomous vehicles; cyber threat; MABAC; MCDM; PROMETHEE II; ranking risks; Analytic hierarchy process; Intelligent systems; Risk management; Risk perception; Uncertainty analysis; Analytic hierarchy process (ahp); Design decision-making; Enrichment evaluation; Intelligent transportation systems; Multi-criteria decision making; Neutrosophic sets; Preference ranking; State-of-the-art methods
Subject-Dependent Emotion Recognition System Based on Multidimensional Electroencephalographic Signals: A Riemannian Geometry Approach,"Abdel-Ghaffar, E. A.; Wu, Y. J.; Daoudi, M.",Ieee Access,2022,10,,14993-15006,10.1109/access.2022.3147461,"Emotion recognition plays an important role in human computer interaction systems as it helps the computer in understanding human behavior and their decision making process. Using Electroencephalographic (EEG) signals in emotion recognition offers a direct assessment on the inner state of human mind. This study aims to build a subject dependent emotion recognition system that differentiate between high and low levels of valance and arousal, using multidimensional EEG signals. Our system offers a transfer learning- minimum distance to Riemannian mean (TL-MDRM) framework. In this work, we perform two pre-processing stages. In the first stage, we analyze the EEG signals to investigate their non-Gaussianity and determine the most appropriate signal distribution. Using several statistical and goodness of fit tests, T-distribution was found to be the most appropriate distribution. Covariance matrix estimations plays a crucial step in manifold learning technique, based on the most suitable signal distribution the covariance matrix estimation technique is chosen. In the second stage, we perform transfer learning to deal with cross-session variability by generating a unique reference point for each participant and performing affine transformation for the covariance matrices on the symmetric positive definite (SPD) manifold around this point. The results show that, TL process improved the performance even when assuming Gaussian distribution, while assuming T-distribution with TL improved the performance further.",Covariance matrices; Electroencephalography; Manifolds; Transfer; learning; Feature extraction; Emotion recognition; Symmetric matrices; Covariance matrix estimation; emotion recognition; multidimensional EEG; signals; Riemannian manifold; signal analysis; SPD matrices; transfer; learning; eeg; fit; Computer Science; Engineering; Telecommunications
Fake Online Reviews: A Unified Detection Model Using Deception Theories,"Abdulqader, M.; Namoun, A.; Alsaawy, Y.",Ieee Access,2022,10,,128622-128655,10.1109/ACCESS.2022.3227631,"Online reviews influence consumers' purchasing decisions. However, identifying fake online reviews automatically remains a complex problem, and current detection approaches are inefficient in preventing the spread of fake reviews. The literature on fake reviews detection lacks a comprehensive and interpretable theory-based model with high performance, which enables us to understand the phenomenon from a psychological perspective and analyze reviews based on user-generated content as well as consumer behavior. In this research, we synthesized ten well-founded deception theories from psychology, namely leakage theory, four-factor theory, interpersonal deception theory, self-presentational theory, reality monitoring theory, criteria-based content analysis, scientific content analysis, verifiability approach, truth-default theory, and information manipulation theory, and selected nine relevant constructs to develop a unified model for detecting fake online reviews. These constructs include specificity, quantity, non-immediacy, affect, uncertainty, informality, consistency, source credibility, and deviation in behavior. We characterized the selected constructs using verbal and non-verbal features to validate the proposed model empirically. Subsequently, we extracted features from the Yelp datasets and used them to train four machine learning algorithms, specifically Logistic Regression, Naïve Bayes, Decision Tree, and Random Forest. We demonstrated that quantity, non-immediacy, affect, informality, consistency, source credibility, and deviation in behavior are essential constructs for detecting fake reviews. To our surprise, we discovered that non-verbal features are more important than verbal features and that combining features from both types improves the prediction performance. Our theory-based model outperformed most of the state-of-the-art fake review detection models and yielded high interpretability and low complexity. © 2013 IEEE.",deception detection; deception theories; Fake review detection; feature extraction; machine learning; online reviews; Consumer behavior; Data mining; Decision trees; E-learning; Extraction; Fake detection; Learning algorithms; Learning systems; Behavioral science; Deception theory; Fake news; Fake review detections; Features extraction; Machine-learning; Psychology
Predicting Discharge Destination of Critically Ill Patients Using Machine Learning,"Abad, Z. S. H.; Maslove, D. M.; Lee, J.",Ieee Journal of Biomedical and Health Informatics,2021,25,3,827-837,10.1109/jbhi.2020.2995836,"Decision making about discharge destination for critically ill patients is a highly subjective and multidisciplinary process, heavily reliant on the ICU care team, patients and their caregivers' preferences, resource demand, staffing, and bed capacity. Timely identification of discharge disposition can be useful in care planning, and as a surrogate for functional status outcomes following critical illness. Although prior research has proposed methods to predict discharge destination in a critical care setting, they are limited in scope and in the generalizability of their findings. We proposed and implemented different machine learning architectures to determine the efficacy of the Acute Physiology and Chronic Health Evaluation (APACHE) IV score as well as the patient characteristics that comprise it to predict the discharge destination for critically ill patients within 24 hours of ICU admission. We conducted a retrospective study of ICU admissions within the eICU Collaborative Research Database (eICU-CRD) populated with de-identified clinical data from adult patients admitted to an ICU between 2014 and 2015. Machine learning models were developed to predict four discharge categories: death, home, nursing facility, and rehabilitation. These models were trained and tested on 115,248 unique ICU admissions. To mitigate class imbalance, we used synthetic minority over-sampling techniques. Hierarchical and ensemble classifiers were used to further study the impact of imbalanced testing set on the performance of our predictive models. Amongst all of the tested models, XGBoost provided the best discrimination performance with an area under the receiver operating characteristic curve of 90% (recall: 71%, F1: 70%). Our findings indicate that the variables used in the APACHE IV model for estimating patient severity of illness are better predictors of hospital discharge destination than the APACHE IV score alone. Incorporating these models into clinical decision support systems may assist patients, caregivers, and the ICU team to begin disposition planning as early as possible during the hospitalization.",Discharges (electric); Hospitals; Predictive models; Machine learning; Data models; Informatics; Ensemble and hierarchical learning; health; informatics; machine learning; patient outcome prediction; model; Computer Science; Mathematical & Computational Biology; Medical; Informatics
HUMAN OPERATOR DECISION-MAKING IN MANUAL CONTROL,"Cohen, H. S.; Ferrell, W. R.",Ieee Transactions on Man-Machine Systems,1969,MM10,2,41-&,10.1109/tmms.1969.299895,"To decide whether or not to attempt a given maneuver, an operator must consider the likelihood of his success as well as the costs or values of the possible outcomes. Detecting the future success of a maneuver from the physical circumstances that make it more or less difficult to achieve and from past experience is formally like detecting signals in noise. Two experiments are described, which indicate that the basic decision model and ROC analysis used for signal detection can also be applied to manual control decisions. Results are given comparing the decision performance of operators who execute the maneuvers with the performance of observers who only watch them.",Computer Science; Psychology
