Title,Authors,Journal,Year,Volume,Issue,Pages,DOI,Abstract,Keywords
Role of complementary Ct chest in patients presenting with acute abdominal symptoms during covid-19 pandemic: a UK experience,"Ooi, M. W. X.; Liong, S. Y.; Baguley, N.; Sharman, A.; Tuck, J.",Clin Imaging,2021,69,,289-292,10.1016/j.clinimag.2020.09.009,"BACKGROUND: In March 2020, the UK Intercollegiate General Surgery Guidance on COVID-19 recommended that patients undergoing emergency abdominal CT should have a complementary CT chest for COVID-19 screening. PURPOSE: To establish if complementary CT chest was performed as recommended, and if CT chest influenced surgical intervention decision. To assess detection rate of COVID-19 on CT and its correlation with RT-PCR swab results. To determine if COVID-19 changes is reliably detected within the lung bases which are usually imaged in standard abdominal CT. METHODS: Patients with acute abdominal symptoms presenting to a single institution between 1st and 30th April 2020 who had abdominal CT and complementary CT chest were retrospectively extracted from Computerised Radiology Information System. CT COVID-19 changes were categorised according to British Society of Thoracic Radiology reporting guidance. Patient demographics (age and gender), RT-PCR swab results and management pathway (conservative or intervention) were recorded from electronic patient records. Statistical analyses were performed to evaluate any significant association between variables. p values ≤0.05 were regarded as statistically significant. RESULTS: Compliancy rate in performing complementary CT chest was 92.5% (148/160). Thirty-five patients (35/148,23.6%) underwent intervention during admission. There was no significant association (p = 0.9085) between acquisition of CT chest and management pathway (conservative vs intervention). CT chest had 57% sensitivity (CI 18.41% to 90.1%) and 100% specificity (CI 92% to 100%) in COVID-19 diagnosis. Three of ten patients who had classic COVID-19 changes on CT chest did not have corresponding changes in lung bases. CONCLUSION: Compliance with performing complementary CT chest in acute abdomen patients for COVID-19 screening was high and it did not influence subsequent surgical or interventional management.","*Betacoronavirus; *covid-19; *Coronavirus Infections/epidemiology; Humans; Pandemics; *Pneumonia, Viral/epidemiology; Retrospective Studies; Role; SARS-CoV-2; Thorax/diagnostic imaging; Tomography, X-Ray Computed; United Kingdom/epidemiology; Acute abdomen; Covid-19; Coronavirus; Management; Screening"
Review Paper on Penetrating Brain Injury: Ethical Quandaries in the Trauma Bay and Beyond,"Zakrison, T. L.; Essig, R.; Polcari, A.; McKinley, W.; Arnold, D.; Beyene, R.; Wilson, K.; Rogers, S., Jr.; Matthews, J. B.; Millis, J. M.; Angelos, P.; O'Connor, M.; Mansour, A.; Goldenberg, F.; Spiegel, T.; Horowitz, P.; Das, P.; Slidell, M.; Chokshi, N.; Okeke, I.; Barth, R.; Wilkins, H. E., 3rd; Kass-Hout, T.; Lazaridis, C.",Ann Surg,2023,277,1,66-72,10.1097/sla.0000000000005608,"OBJECTIVE: The aim of this review was to review the ethical and multidisciplinary clinical challenges facing trauma surgeons when resuscitating patients presenting with penetrating brain injury (PBI) and multicavitary trauma. BACKGROUND: While there is a significant gap in the literature on managing PBI in patients presenting with multisystem trauma, recent data demonstrate that resuscitation and prognostic features for such patients remains poorly described, with trauma guidelines out of date in this field. METHODS: We reviewed a combination of recent multidisciplinary evidence-informed guidelines for PBI and coupled this with expert opinion from trauma, neurosurgery, neurocritical care, pediatric and transplant surgery, surgical ethics and importantly our community partners. RESULTS: Traditional prognostic signs utilized in traumatic brain injury may not be applicable to PBI with a multidisciplinary team approach suggested on a case-by-case basis. Even with no role for neurosurgical intervention, neurocritical care, and neurointerventional support may be warranted, in parallel to multicavitary operative intervention. Special considerations should be afforded for pediatric PBI. Ethical considerations center on providing the patient with the best chance of survival. Consideration of organ donation should be considered as part of the continuum of patient, proxy and family-centric support and care. Community input is crucial in guiding decision making or protocol establishment on an institutional level. CONCLUSIONS: Support of the patient after multicavitary PBI can be complex and is best addressed in a multidisciplinary fashion with extensive community involvement.","Humans; Child; *Head Injuries, Penetrating; *Brain Injuries, Traumatic; Resuscitation/methods; Neurosurgical Procedures; *Tissue and Organ Procurement"
A nomogram for predicting overall survival in patients with low-grade endometrial stromal sarcoma: A population-based analysis,"Wu, J.; Zhang, H.; Li, L.; Hu, M.; Chen, L.; Xu, B.; Song, Q.",Cancer Commun (Lond),2020,40,7,301-312,10.1002/cac2.12067,"BACKGROUND: Low-grade endometrial stromal sarcoma (LG-ESS) is a rare tumor that lacks a prognostic prediction model. Our study aimed to develop a nomogram to predict overall survival of LG-ESS patients. METHODS: A total of 1172 patients confirmed to have LG-ESS between 1988 and 2015 were selected from the Surveillance, Epidemiology and End Results (SEER) database. They were further divided into a training cohort and a validation cohort. The Akaike information criterion was used to select variables for the nomogram. The discrimination and calibration of the nomogram were evaluated using concordance index (C-index), area under time-dependent receiver operating characteristic curve (time-dependent AUC), and calibration plots. The net benefits of the nomogram at different threshold probabilities were quantified and compared with those of the International Federation of Gynecology and Obstetrics (FIGO) criteria-based tumor staging using decision curve analysis (DCA). Net reclassification index (NRI) and integrated discrimination improvement (IDI) were also used to compare the nomogram's clinical utility with that of the FIGO criteria-based tumor staging. The risk stratifications of the nomogram and the FIGO criteria-based tumor staging were compared. RESULTS: Seven variables were selected to establish the nomogram for LG-ESS. The C-index (0.814 for the training cohort and 0.837 for the validation cohort) and the time-dependent AUC (> 0.7) indicated satisfactory discriminative ability of the nomogram. The calibration plots showed favorable consistency between the prediction of the nomogram and actual observations in both the training and validation cohorts. The NRI values (training cohort: 0.271 for 5-year and 0.433 for 10-year OS prediction; validation cohort: 0.310 for 5-year and 0.383 for 10-year OS prediction) and IDI (training cohort: 0.146 for 5-year and 0.185 for 10-year OS prediction; validation cohort: 0.177 for 5-year and 0.191 for 10-year OS prediction) indicated that the established nomogram performed significantly better than the FIGO criteria-based tumor staging alone (P < 0.05). Furthermore, DCA showed that the nomogram was clinically useful and had better discriminative ability to recognize patients at high risk than the FIGO criteria-based tumor staging. CONCLUSIONS: A prognostic nomogram was developed and validated to assist clinicians in evaluating prognosis of LG-ESS patients.","*Endometrial Neoplasms/diagnosis; Female; Humans; *Nomograms; SEER Program; *Sarcoma, Endometrial Stromal/diagnosis; Survival Rate; FIGO criteria-based tumor staging; Low-grade endometrial stromal sarcoma (LG-ESS); nomogram; overall survival; prognostic model; risk stratification"
SpaceDrones 2.0-Hardware-in-the-Loop Simulation and Validation for Orbital and Deep Space Computer Vision and Machine Learning Tasking Using Free-Flying Drone Platforms,"Peterson, M.; Du, M. Z.; Springle, B.; Black, J.",Aerospace,2022,9,5,37,10.3390/aerospace9050254,"The proliferation of reusable space vehicles has fundamentally changed how assets are injected into the low earth orbit and beyond, increasing both the reliability and frequency of launches. Consequently, it has led to the rapid development and adoption of new technologies in the aerospace sector, including computer vision (CV), machine learning (ML)/artificial intelligence (AI), and distributed networking. All these technologies are necessary to enable truly autonomous ""Human-out-of-the-loop"" mission tasking for spaceborne applications as spacecrafts travel further into the solar system and our missions become more ambitious. This paper proposes a novel approach for space-based computer vision sensing and machine learning simulation and validation using synthetically trained models to generate the large amounts of space-based imagery needed to train computer vision models. We also introduce a method of image data augmentation known as domain randomization to enhance machine learning performance in the dynamic domain of spaceborne computer vision to tackle unique space-based challenges such as orientation and lighting variations. These synthetically trained computer vision models then apply that capability for hardware-in-the-loop testing and evaluation via free-flying robotic platforms, thus enabling sensor-based orbital vehicle control, onboard decision making, and mobile manipulation similar to air-bearing table methods. Given the current energy constraints of space vehicles using solar-based power plants, cameras provide an energy-efficient means of situational awareness when compared to active sensing instruments. When coupled with computationally efficient machine learning algorithms and methods, it can enable space systems proficient in classifying, tracking, capturing, and ultimately manipulating objects for orbital/planetary assembly and maintenance (tasks commonly referred to as In-Space Assembly and On-Orbit Servicing). Given the inherent dangers of manned spaceflight/extravehicular activities (EVAs) currently employed to perform spacecraft maintenance and the current limitation of long-duration human spaceflight outside the low earth orbit, space robotics armed with generalized sensing and control and machine learning architecture have a unique automation potential. However, the tools and methodologies required for hardware-in-the-loop simulation, testing, and validation at a large scale and at an affordable price point are in developmental stages. By leveraging a drone's free-flight maneuvering capability, theater projection technology, synthetically generated orbital and celestial environments, and machine learning, this work strives to build a robust hardware-in-the-loop testing suite. While the focus of the specific computer vision models in this paper is narrowed down to solving visual sensing problems in orbit, this work can very well be extended to solve any problem set that requires a robust onboard computer vision, robotic manipulation, and free-flight capabilities.",spaceborne systems; computer vision; machine learning; validation; simulation; spacecraft; virtual reality (VR); in-space assembly; on-orbit servicing; mobile manipulators; domain randomization; synthetic; data; space-based additive manufacturing; Engineering
Radiographic Course of Medically Managed Pediatric Orbital Subperiosteal Abscesses,"Cossack, M. T.; Herretes, S. P.; Cham, A.; Sniegowski, M. C.; Lyon, D. B.",J Pediatr Ophthalmol Strabismus,2018,55,6,387-392,10.3928/01913913-20180802-02,"PURPOSE: To describe the natural radiographic course of subperiosteal orbital abscesses that were managed medically in pediatric patients. METHODS: A retrospective case review was undertaken at Children's Mercy Hospitals and Clinics of Kansas City, Missouri. All patients admitted to the hospital and diagnosed as having orbital cellulitis or subperiosteal abscess from 2008 to 2017 were included in the study. Of the 418 patients identified, 15 patients had repeat imaging and did not undergo surgery prior to the second scan. The initial size of the empyema, size of the empyema on repeat imaging, and clinical course were recorded for each patient. RESULTS: The size of the empyemas increased 240% on average in the first 2 to 3 days. Imaging up to 11 days after the diagnosis showed that 9 cases persisted; meanwhile, 4 cases had radiographic resolution, with the earliest by 21 days. Two cases recurred months later. The largest increase in size was 500% over 3 days, but the initial empyema was only 0.3 cm(3). CONCLUSIONS: This review describes the natural history of radiographically reimaged subperiosteal empyema. Empyema size will increase for a few days prior to a gradual resolution in 1 to 3 weeks. An ultimate resolution of radiographic evidence of an empyema takes up to 21 days. This information will help guide clinical management and decision making in caring for patients with pediatric orbital cellulitis with subperiosteal empyema. [J Pediatr Ophthalmol Strabismus. 2018;55(6):387-392.].","Abscess/*diagnosis/drug therapy/etiology; Adolescent; Anti-Bacterial Agents/*therapeutic use; Child; Child, Preschool; Female; Follow-Up Studies; *Hospitals, Pediatric; Humans; Infant; Male; Orbital Cellulitis/complications/*diagnosis/drug therapy; Retrospective Studies; Tomography, X-Ray Computed/*methods"
Correction to: Decision Tree Based Classification of Abdominal Aortic Aneurysms Using Geometry Quantification Measures,"Parikh, S. A.; Gomez, R.; Thirugnanasambandam, M.; Chauhan, S. S.; De Oliveira, V.; Muluk, S. C.; Eskandari, M. K.; Finol, E. A.",Ann Biomed Eng,2019,47,1,332,10.1007/s10439-018-02131-x,"This erratum is to correct the variable name on the left hand side of Eq. (2). The correct variable name is ""Diameter"" rather than the stated ""Area.""",
A Systematic Review of the Prevalence and Associations of Limited Health Literacy in CKD,"Taylor, D. M.; Fraser, S. D. S.; Bradley, J. A.; Bradley, C.; Draper, H.; Metcalfe, W.; Oniscu, G. C.; Tomson, C. R. V.; Ravanan, R.; Roderick, P. J.",Clin J Am Soc Nephrol,2017,12,7,1070-1084,10.2215/cjn.12921216,"BACKGROUND AND OBJECTIVES: The self-management and decision-making skills required to manage CKD successfully may be diminished in those with low health literacy. A 2012 review identified five papers reporting the prevalence of limited health literacy in CKD, largely from United States dialysis populations. The literature has expanded considerably since. DESIGN, SETTING, PARTICIPANTS, & MEASUREMENTS: We used systematic review, pooled prevalence analysis, metaregression, and exploration of heterogeneity in studies of patients with CKD (all stages). RESULTS: From 433 studies, 15 new studies met the inclusion criteria and were analyzed together with five studies from the 2012 review. These included 13 cross-sectional surveys, five cohort studies (using baseline data), and two using baseline clinical trial data. Most (19 of 20) were from the United States. In total, 12,324 patients were studied (3529 nondialysis CKD, 5289 dialysis, 2560 transplant, and 946 with unspecified CKD; median =198.5; IQR, 128.5-260 per study). Median prevalence of limited health literacy within studies was 23% (IQR, 16%-33%), and pooled prevalence was 25% (95% confidence interval, 20% to 30%) with significant between-study heterogeneity (I(2)=97%). Pooled prevalence of limited health literacy was 25% (95% confidence interval, 16% to 33%; I(2)=97%) among patients with CKD not on dialysis, 27% (95% confidence interval, 19% to 35%; I(2)=96%) among patients on dialysis, and 14% (95% confidence interval, 7% to 21%; I(2)=97%) among patients with transplants. A higher proportion of nonwhite participants was associated with increased limited health literacy prevalence (P=0.04), but participant age was not (P=0.40). Within studies, nonwhite ethnicity and low socioeconomic status were consistently and independently associated with limited health literacy. Studies were of low or moderate quality. Within-study participant selection criteria had potential to introduce bias. CONCLUSIONS: Limited health literacy is common in CKD, especially among individuals with low socioeconomic status and nonwhite ethnicity. This has implications for the design of self-management and decision-making initiatives to promote equity of care and improve quality. Lower prevalence among patients with transplants may reflect selection of patients with higher health literacy for transplantation either because of less comorbidity in this group or as a direct effect of health literacy on access to transplantation.","Female; *Health Knowledge, Attitudes, Practice; *Health Literacy; Humans; *Kidney Transplantation; Male; Middle Aged; Prognosis; *Renal Dialysis; Renal Insufficiency, Chronic/diagnosis/ethnology/*psychology/*therapy; Risk Factors; *Self Care; Social Class; Cohort Studies; Cross-Sectional Studies; Disease Management; Ethnic Groups; Health Literacy; Patient Selection; Prevalence; Renal Insufficiency, Chronic; Self Care; Surveys and Questionnaires; chronic kidney disease; ethnicity; renal dialysis; transplantation"
SOLVING A PUZZLING PROBLEM - KNOWLEDGE-BASED APPROACHES TO FOREST OPERATIONS SCHEDULING,"Brack, C. L.; Marshall, P. L.",Ai Applications,1992,6,4,39-47,,"Viewing forest operations scheduling problems as puzzles or games allows an expanded range of knowledge to be used in finding an acceptable solution comparable to those derived from mathematical programming and simulation procedures. Al tools can be used to incorporate silvicultural, economic, and management heuristics and knowledge into a knowledge-based decision support system (expert system) based on this paradigm. Five decision support systems (three search models and two expert systems) developed for radiata pine (Pinus radiata D. Don.) plantations in Australia are described. A combination of random and well-disciplined search components are used in the search models StratSearch-1 and -2. A well-disciplined, best-first procedure without backtracking is used in the third search model (StratSearch-3). The expert systems were developed to improve existing solutions, either by modifying the regime for a single stand at a time (ES-1) or by (electing a group of target stands and then modifying the regimes for the stands within that group (ES-2). Systems similar to those described can produce feasible solutions to many practical operations scheduling problems, and can help the forest manager understand and explain the solutions.",Agriculture; Computer Science; Environmental Sciences & Ecology; Forestry
A CASE HISTORY IN OPTIMUM INVENTORY SCHEDULING,"Schussel, G.; Price, S.",Operations Research,1970,18,1,1-&,10.1287/opre.18.1.1,,Business & Economics; Operations Research & Management Science
Economic and Environmental Policy Analysis for Emission-Neutral Multi-Carrier Microgrid Deployment,"Azimian, M.; Amir, V.; Javadi, S.",Applied Energy,2020,277,,16,10.1016/j.apenergy.2020.115609,"Energy and global climate change crises are correlated issues since energy generation currently contributes to nearly 40% of global greenhouse gas emissions, and inevitably the escalating energy demand realization exacerbates the ongoing undesirable circumstances. As a viable solution against the concerns above, microgrid deployments with low-emission on-site resources have been receiving increasing attention from power decision-makers. Thus, this study scrutinizes the technical and financial sustainability of deploying a net-zero emission multi-carrier microgrid and determines the optimal generation configurations. Besides, the proposed emission-neutral multi-carrier microgrid model provides insights into the economic prominence of renewable energy incentives together with regulations for the short-term deployment of green resources. The objective of the proposed model is to minimize the multi-carrier microgrid deployment costs associated with the investment, operation, maintenance, energy demand shifting, monthly peak demand charge, emission, and reliability. Furthermore, load prioritization and a novel demand shifting of demand response schemes are propounded to maintain at least the continuous flow of energy for high-prioritized loads. The customer multi-carrier microgrid deployment problem is disintegrated into an investment master problem and an operation subproblem. The results indicate that notable electrical peak mitigation of about 7-23% is procured by employing the demand response scheme. Furthermore, the sensitivity analysis illustrates that renewable penetration of 30% along with dispatchable resources is required to procure the targeted share of green resources within microgrids. Finally, the economic and environmental merits of the proposed emission-neutral multi-carrier microgrid are ensured with savings and the discounted payback period of 131% and 3.977 years, respectively.",Demand response; Distributed energy resources; Economic analysis; Multi-carrier microgrid; Net-zero emission; Planning; renewable energy-system; demand response; technoeconomic analysis; industrial park; optimal-design; power; optimization; storage; heat; reliability; Energy & Fuels; Engineering
Building perioperative nursing research teams--Part I,"Csokasy, J. A.",Aorn j,1997,65,2,"396-8, 400-1",10.1016/s0001-2092(06)63343-7,"Perioperative nurses can use nursing research to acquire skills and knowledge to formulate independent judgments, make critical decisions, and become nurse scholars. This article, which is the first in a two-part series, describes the use of the model of experiential learning developed by David A. Kolb, PhD, to facilitate a team approach to perioperative nursing research. The second article in the series will focus on constraints and enablers to conducting and using nursing research in perioperative care settings and will provide suggestions for perioperative nurse managers to facilitate clinical research.","Clinical Nursing Research/*organization & administration; General Surgery; Humans; Models, Educational; Nursing Staff, Hospital/*organization & administration; Perioperative Nursing/*organization & administration; Research Support as Topic/organization & administration; Risk Management; Smoke/adverse effects; United States"
"Development of an integrated spacecraft Guidance, Navigation, & Control subsystem for automated proximity operations","Schulte, P. Z.; Spencer, D. A.",Acta Astronautica,2016,118,,168-186,10.1016/j.actaastro.2015.10.010,"This paper describes the development and validation process of a highly automated Guidance, Navigation, & Control subsystem for a small satellite on-orbit inspection application, enabling proximity operations without human-in-the-loop interaction. The paper focuses on the integration and testing of Guidance, Navigation, & Control software and the development of decision logic to address the question of how such a system can be effectively implemented for full automation. This process is unique because a multitude of operational scenarios must be considered and a set of complex interactions between subsystem algorithms must be defined to achieve the automation goal. The Prox-1 mission is currently under development within the Space Systems Design Laboratory at the Georgia Institute of Technology. The mission involves the characterization of new small satellite component technologies, deployment of the LightSail 3U CubeSaL entering into a trailing orbit relative to LightSail using ground-in-the-loop commands, and demonstration of automated proximity operations through formation flight and natural motion circumnavigation maneuvers. Operations such as these may be utilized for many scenarios including on-orbit inspection, refueling, repair, construction, reconnaissance, docking, and debris mitigation activities. Prox-1 uses onboard sensors and imaging instruments to perform Guidance, Navigation, & Control operations during on-orbit inspection of LightSail. Navigation filters perform relative orbit determination based on images of the target spacecraft, and guidance algorithms conduct automated maneuver planning. A slew and tracking controller sends attitude actuation commands to a set of control moment gyroscopes, and other controllers manage desaturation, detumble, thruster firing, and target acquisition/recovery. All Guidance, Navigation, & Control algorithms are developed in a MATLAB/Simulink six degree-of-freedom simulation environment and are integrated using decision logic to autonomously determine when actions should be performed. The complexity of this decision logic is the primary challenge of the automated process, and the Stateflow tool in Simulink is used to establish logical relationships and manage data flow between each of the individual hardware and software components. Once the integrated simulation is fully developed in MATLAB/Simulink, the algorithms are autocoded to C/C+ + and integrated into flight software. Hardware-in-the-loop testing provides validation of the Guidance, Navigation, & Control subsystem performance. (C) 2015 IAA. Published by Elsevier Ltd. All rights reserved.",Spacecraft Guidance Navigation & Control; Small satellites; Proximity; operations; MATLAB/Simulink; Six degree of freedom simulation; Flight; software; Engineering
